,Title,Geek Rating,Link,Min Player No.,Max Player No.,Weight,Designers,Categories,Mechanics,Reimplements,Reimplemented by
24,Orléans,7.888,https://boardgamegeek.com/boardgame/164928/orleans,2.0,4.0,3.04,['Reiner Stockhausen'],"['Medieval', 'Religious', 'Travel']","['Deck, Bag, and Pool Building', 'Point to Point Movement', 'Turn Order: Progressive', 'Worker Placement']",[],['Orléans Stories (2019)']
25,Root,7.882,https://boardgamegeek.com/boardgame/237182/root,2.0,4.0,3.69,['Cole Wehrle'],"['Animals', 'Fantasy', 'Wargame']","['Action Queue', 'Action Retrieval', 'Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Hand Management', 'Point to Point Movement', 'Race', 'Variable Player Powers', 'Variable Set-up']",[],[]
26,Mage Knight Board Game,7.88,https://boardgamegeek.com/boardgame/96848/mage-knight-board-game,1.0,4.0,4.32,['Vlaada Chvátil'],"['Adventure', 'Exploration', 'Fantasy', 'Fighting']","['Card Drafting', 'Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Role Playing', 'Solo / Solitaire Game', 'Variable Player Powers']",[],['Star Trek: Frontiers (2016)']
27,Everdell,7.864,https://boardgamegeek.com/boardgame/199792/everdell,1.0,4.0,2.81,['James A. Wilson'],"['Animals', 'Card Game', 'City Building', 'Fantasy']","['Card Drafting', 'End Game Bonuses', 'Hand Management', 'Income', 'Solo / Solitaire Game', 'Variable Set-up', 'Worker Placement']",[],[]
28,Puerto Rico,7.848,https://boardgamegeek.com/boardgame/3076/puerto-rico,3.0,5.0,3.28,['Andreas Seyfarth'],"['City Building', 'Economic', 'Farming']","['Action Drafting', 'End Game Bonuses', 'Follow', 'Hidden Victory Points', 'Increase Value of Unchosen Resources', 'Turn Order: Progressive', 'Variable Phase Order']",[],"['San Juan (2004)', 'San Juan (Second Edition) (2014)']"
29,Dune: Imperium,7.841,https://boardgamegeek.com/boardgame/316554/dune-imperium,1.0,4.0,2.95,['Paul Dennen'],"['Movies / TV / Radio theme', 'Novel-based', 'Political', 'Science Fiction']","['Card Drafting', 'Card Play Conflict Resolution', 'Deck, Bag, and Pool Building', 'Force Commitment', 'Race', 'Solo / Solitaire Game', 'Take That', 'Turn Order: Progressive', 'Variable Player Powers', 'Worker Placement']",[],[]
30,Caverna: The Cave Farmers,7.835,https://boardgamegeek.com/boardgame/102794/caverna-cave-farmers,1.0,7.0,3.79,['Uwe Rosenberg'],"['Animals', 'Economic', 'Fantasy', 'Farming']","['Automatic Resource Growth', 'Increase Value of Unchosen Resources', 'Solo / Solitaire Game', 'Tile Placement', 'Turn Order: Claim Action', 'Worker Placement']",['Agricola (2007)'],['Caverna: Cave vs Cave (2017)']
31,Food Chain Magnate,7.832,https://boardgamegeek.com/boardgame/175914/food-chain-magnate,2.0,5.0,4.2,"['Jeroen Doumen', 'Joris Wiersinga']","['Economic', 'Industry / Manufacturing']","['Card Drafting', 'Delayed Purchase', 'Income', 'Market', 'Modular Board', 'Network and Route Building', 'Simultaneous Action Selection']",[],[]
32,Blood Rage,7.821,https://boardgamegeek.com/boardgame/170216/blood-rage,2.0,4.0,2.88,['Eric M. Lang'],"['Fantasy', 'Fighting', 'Miniatures', 'Mythology']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Drafting', 'Hand Management', 'Memory', 'Simultaneous Action Selection']",['Midgard (2007)'],[]
33,Agricola,7.818,https://boardgamegeek.com/boardgame/31260/agricola,1.0,5.0,3.64,['Uwe Rosenberg'],"['Animals', 'Economic', 'Farming']","['Advantage Token', 'Automatic Resource Growth', 'Drafting', 'Enclosure', 'Hand Management', 'Increase Value of Unchosen Resources', 'Solo / Solitaire Game', 'Turn Order: Claim Action', 'Variable Player Powers', 'Worker Placement']",[],"['Agricola (Revised Edition) (2016)', 'Agricola: All Creatures Big and Small (2012)', 'Agricola: All Creatures Big and Small – The Big Box (2018)', 'Agricola: Expansion for 5 and 6 Players (2016)', 'Agricola: Family Edition (2016)', 'Caverna: The Cave Farmers (2013)']"
34,Mansions of Madness: Second Edition,7.803,https://boardgamegeek.com/boardgame/205059/mansions-madness-second-edition,1.0,5.0,2.68,['Nikki Valens'],"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Horror', 'Miniatures', 'Murder/Mystery', 'Puzzle']","['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers']",['Mansions of Madness (2011)'],[]
35,Maracaibo,7.798,https://boardgamegeek.com/boardgame/276025/maracaibo,1.0,4.0,3.89,['Alexander Pfister'],"['Economic', 'Exploration', 'Pirates']","['Contracts', 'End Game Bonuses', 'Events', 'Hand Management', 'Income', 'Movement Points', 'Narrative Choice / Paragraph', 'Point to Point Movement', 'Scenario / Mission / Campaign Game', 'Set Collection', 'Solo / Solitaire Game', 'Stock Holding', 'Sudden Death Ending', 'Tech Trees / Tech Tracks', 'Track Movement', 'Variable Set-up']",[],[]
36,Pandemic Legacy: Season 2,7.797,https://boardgamegeek.com/boardgame/221107/pandemic-legacy-season-2,2.0,4.0,3.23,"['Rob Daviau', 'Matt Leacock']","['Environmental', 'Exploration', 'Medical']","['Cooperative Game', 'Hand Management', 'Legacy Game', 'Pick-up and Deliver', 'Point to Point Movement', 'Set Collection', 'Trading', 'Variable Player Powers']","['Pandemic (2008)', 'Pandemic Legacy: Season 1 (2015)']",['Pandemic Legacy: Season 0 (2020)']
37,Marvel Champions: The Card Game,7.786,https://boardgamegeek.com/boardgame/285774/marvel-champions-card-game,1.0,4.0,2.85,"['Michael Boggs', 'Nate French', 'Caleb Grace']","['Card Game', 'Collectible Components', 'Comic Book / Strip']","['Cooperative Game', 'Deck Construction', 'Hand Management', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Player Powers', 'Variable Set-up']",[],[]
38,Clank! Legacy: Acquisitions Incorporated,7.78,https://boardgamegeek.com/boardgame/266507/clank-legacy-acquisitions-incorporated,2.0,4.0,2.71,"['Andy Clautice', 'Paul Dennen']","['Adventure', 'Fantasy', 'Miniatures']","['Card Drafting', 'Deck, Bag, and Pool Building', 'End Game Bonuses', 'Events', 'Legacy Game', 'Map Addition', 'Narrative Choice / Paragraph', 'Once-Per-Game Abilities', 'Pick-up and Deliver', 'Player Elimination', 'Point to Point Movement', 'Push Your Luck', 'Scenario / Mission / Campaign Game', 'Set Collection', 'Variable Player Powers', 'Variable Set-up']",['Clank!: A Deck-Building Adventure (2016)'],[]
39,The Crew: The Quest for Planet Nine,7.769,https://boardgamegeek.com/boardgame/284083/crew-quest-planet-nine,2.0,5.0,2.0,['Thomas Sing'],"['Card Game', 'Science Fiction', 'Space Exploration']","['Communication Limits', 'Cooperative Game', 'Hand Management', 'Scenario / Mission / Campaign Game', 'Trick-taking']",[],['The Crew: Mission Deep Sea (2021)']
40,Too Many Bones,7.769,https://boardgamegeek.com/boardgame/192135/too-many-bones,1.0,4.0,3.86,"['Josh J. Carlson', 'Adam Carlson']","['Adventure', 'Dice', 'Fantasy']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Die Icon Resolution', 'Hand Management', 'Resource to Move', 'Role Playing', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Tech Trees / Tech Tracks', 'Turn Order: Role Order', 'Variable Player Powers']",[],[]
41,The 7th Continent,7.764,https://boardgamegeek.com/boardgame/180263/7th-continent,1.0,4.0,2.88,"['Ludovic Roudy', 'Bruno Sautter']","['Adventure', 'Card Game', 'Exploration', 'Science Fiction']","['Cooperative Game', 'Grid Movement', 'Hand Management', 'Map Addition', 'Modular Board', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Storytelling', 'Variable Player Powers']",[],"['The 7th Citadel (2022)', 'The 7th Continent: Classic Edition (2019)']"
42,Underwater Cities,7.758,https://boardgamegeek.com/boardgame/247763/underwater-cities,1.0,4.0,3.6,['Vladimír Suchý'],"['Card Game', 'City Building', 'Civilization', 'Industry / Manufacturing', 'Nautical', 'Science Fiction']","['End Game Bonuses', 'Hand Management', 'Income', 'Network and Route Building', 'Solo / Solitaire Game', 'Turn Order: Stat-Based', 'Worker Placement']",[],[]
43,Anachrony,7.75,https://boardgamegeek.com/boardgame/185343/anachrony,1.0,4.0,4.01,"['Dávid Turczi', 'Richard Amann', 'Viktor Peter']","['Economic', 'Science Fiction']","['Dice Rolling', 'Solo / Solitaire Game', 'Tug of War', 'Turn Order: Claim Action', 'Variable Player Powers', 'Worker Placement', 'Worker Placement, Different Worker Types']",[],[]
44,Kingdom Death: Monster,7.75,https://boardgamegeek.com/boardgame/55690/kingdom-death-monster,1.0,4.0,4.26,['Adam Poots'],"['Adventure', 'Fantasy', 'Horror', 'Mature / Adult', 'Miniatures', 'Mythology']","['Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Role Playing', 'Solo / Solitaire Game', 'Storytelling']",[],[]
45,Tzolk'in: The Mayan Calendar,7.746,https://boardgamegeek.com/boardgame/126163/tzolk-mayan-calendar,2.0,4.0,3.67,"['Simone Luciani', 'Daniele Tascini']","['Ancient', 'Civilization', 'Economic', 'Farming', 'Mythology']","['Bias', 'End Game Bonuses', 'Turn Order: Claim Action', 'Worker Placement']",[],[]
46,Power Grid,7.745,https://boardgamegeek.com/boardgame/2651/power-grid,2.0,6.0,3.27,['Friedemann Friese'],"['Economic', 'Industry / Manufacturing']","['Auction/Bidding', 'Auction: Turn Order Until Pass', 'Catch the Leader', 'Income', 'Market', 'Network and Route Building', 'Turn Order: Stat-Based']",['Funkenschlag (2001)'],"['Funkenschlag: EnBW (2007)', 'Mégawatts (2008)', 'Power Grid Deluxe: Europe/North America (2014)', 'Power Grid: The Card Game (2016)', 'Power Grid: The First Sparks (2011)']"
47,Barrage,7.74,https://boardgamegeek.com/boardgame/251247/barrage,1.0,4.0,4.04,"['Tommaso Battista', 'Simone Luciani']","['Economic', 'Environmental', 'Industry / Manufacturing']","['Action Drafting', 'Contracts', 'End Game Bonuses', 'Income', 'Network and Route Building', 'Solo / Solitaire Game', 'Turn Order: Stat-Based', 'Variable Player Powers', 'Variable Set-up', 'Worker Placement']",[],[]
48,Mechs vs. Minions,7.731,https://boardgamegeek.com/boardgame/209010/mechs-vs-minions,2.0,4.0,2.43,"['Chris Cantrell', 'Rick Ernst', 'Stone Librande', 'Prashant Saraswat', 'Nathan Tiras']","['Fantasy', 'Fighting', 'Miniatures', 'Video Game Theme']","['Action Queue', 'Bias', 'Card Drafting', 'Cooperative Game', 'Dice Rolling', 'Modular Board', 'Programmed Movement', 'Role Playing', 'Slide/Push', 'Variable Player Powers']",[],[]
49,Lost Ruins of Arnak,7.729,https://boardgamegeek.com/boardgame/312484/lost-ruins-arnak,1.0,4.0,2.86,"['Elwen', 'Mín']","['Adventure', 'Ancient', 'Exploration', 'Travel']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Move Through Deck', 'Once-Per-Game Abilities', 'Resource to Move', 'Solo / Solitaire Game', 'Turn Order: Progressive', 'Worker Placement']",[],[]
50,Clans of Caledonia,7.726,https://boardgamegeek.com/boardgame/216132/clans-caledonia,1.0,4.0,3.46,['Juma Al-JouJou'],"['Economic', 'Farming']","['Commodity Speculation', 'Contracts', 'Market', 'Modular Board', 'Network and Route Building', 'Solo / Solitaire Game', 'Turn Order: Pass Order', 'Variable Player Powers', 'Variable Set-up']",[],[]
51,Star Wars: Imperial Assault,7.726,https://boardgamegeek.com/boardgame/164153/star-wars-imperial-assault,1.0,5.0,3.31,"['Justin Kemppainen', 'Corey Konieczka', 'Jonathan Ying']","['Adventure', 'Exploration', 'Fighting', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Dice Rolling', 'Die Icon Resolution', 'Grid Movement', 'Line of Sight', 'Modular Board', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Square Grid', 'Team-Based Game', 'Variable Player Powers']","['Descent: Journeys in the Dark (2005)', 'Descent: Journeys in the Dark (Second Edition) (2012)']",[]
52,Le Havre,7.714,https://boardgamegeek.com/boardgame/35677/le-havre,1.0,5.0,3.74,['Uwe Rosenberg'],"['City Building', 'Economic', 'Industry / Manufacturing', 'Nautical']","['Automatic Resource Growth', 'End Game Bonuses', 'Increase Value of Unchosen Resources', 'Loans', 'Ownership', 'Solo / Solitaire Game', 'Worker Placement']",[],[]
53,On Mars,7.697,https://boardgamegeek.com/boardgame/184267/mars,1.0,4.0,4.64,['Vital Lacerda'],"['City Building', 'Economic', 'Exploration', 'Science Fiction', 'Space Exploration', 'Territory Building']","['Area Majority / Influence', 'Contracts', 'Delayed Purchase', 'Drafting', 'End Game Bonuses', 'Hand Management', 'Hexagon Grid', 'Income', 'Movement Points', 'Moving Multiple Units', 'Set Collection', 'Solo / Solitaire Game', 'Tech Trees / Tech Tracks', 'Tile Placement', 'Variable Phase Order', 'Worker Placement']",[],[]
54,Azul,7.694,https://boardgamegeek.com/boardgame/230802/azul,2.0,4.0,1.76,['Michael Kiesling'],"['Abstract Strategy', 'Puzzle', 'Renaissance']","['End Game Bonuses', 'Pattern Building', 'Set Collection', 'Tile Placement', 'Turn Order: Claim Action']",[],"[""Azul: Queen's Garden (2021)"", 'Azul: Stained Glass of Sintra (2018)', 'Azul: Summer Pavilion (2019)']"
55,Eclipse,7.692,https://boardgamegeek.com/boardgame/72125/eclipse,2.0,6.0,3.7,['Touko Tahkokallio'],"['Civilization', 'Fighting', 'Science Fiction', 'Space Exploration', 'Wargame']","['Area Majority / Influence', 'Dice Rolling', 'Grid Movement', 'Hexagon Grid', 'Map Addition', 'Modular Board', 'Player Elimination', 'Tile Placement', 'Variable Phase Order', 'Variable Player Powers']",[],['Eclipse: Second Dawn for the Galaxy (2020)']
56,Pax Pamir: Second Edition,7.691,https://boardgamegeek.com/boardgame/256960/pax-pamir-second-edition,1.0,5.0,3.81,['Cole Wehrle'],"['Economic', 'Educational', 'Negotiation', 'Political', 'Post-Napoleonic', 'Spies/Secret Agents']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Card Drafting', 'Hand Management', 'Increase Value of Unchosen Resources', 'Score-and-Reset Game', 'Simulation', 'Solo / Solitaire Game']","['Pax Pamir (2015)', 'Pax Pamir: Khyber Knives (2016)']",[]
57,Through the Ages: A Story of Civilization,7.687,https://boardgamegeek.com/boardgame/25613/through-ages-story-civilization,2.0,4.0,4.18,['Vlaada Chvátil'],"['Civilization', 'Economic']","['Action Points', 'Auction/Bidding', 'Auction: Dutch', 'Card Drafting', 'Hand Management']",[],['Through the Ages: A New Story of Civilization (2015)']
58,The Gallerist,7.687,https://boardgamegeek.com/boardgame/125153/gallerist,1.0,4.0,4.26,['Vital Lacerda'],['Economic'],"['Commodity Speculation', 'Investment', 'Set Collection', 'Solo / Solitaire Game', 'Worker Placement']",[],[]
59,Eclipse: Second Dawn for the Galaxy,7.678,https://boardgamegeek.com/boardgame/246900/eclipse-second-dawn-galaxy,2.0,6.0,3.53,['Touko Tahkokallio'],"['Civilization', 'Science Fiction', 'Space Exploration', 'Wargame']","['Alliances', 'Area Majority / Influence', 'Area Movement', 'Area-Impulse', 'Critical Hits and Failures', 'Dice Rolling', 'Grid Movement', 'Income', 'Kill Steal', 'Modular Board', 'Passed Action Token', 'Player Elimination', 'Tile Placement', 'Variable Player Powers']",['Eclipse (2011)'],[]
60,Aeon's End,7.672,https://boardgamegeek.com/boardgame/191189/aeons-end,1.0,4.0,2.78,['Kevin Riley'],"['Card Game', 'Fantasy', 'Fighting', 'Science Fiction']","['Card Drafting', 'Cooperative Game', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'Hand Management', 'Solo / Solitaire Game', 'Variable Phase Order', 'Variable Player Powers', 'Variable Set-up']",[],[]
61,Android: Netrunner,7.672,https://boardgamegeek.com/boardgame/124742/android-netrunner,2.0,2.0,3.39,"['Richard Garfield', 'Lukas Litzsinger']","['Bluffing', 'Card Game', 'Collectible Components', 'Science Fiction']","['Action Points', 'Deck Construction', 'Hand Management', 'Race', 'Secret Unit Deployment', 'Take That', 'Variable Player Powers']",['Netrunner (1996)'],[]
62,Lisboa,7.67,https://boardgamegeek.com/boardgame/161533/lisboa,1.0,4.0,4.56,['Vital Lacerda'],"['City Building', 'Economic', 'Industry / Manufacturing', 'Political']","['Area Majority / Influence', 'Card Drafting', 'Hand Management', 'Solo / Solitaire Game', 'Tile Placement']",[],[]
63,The Quacks of Quedlinburg,7.663,https://boardgamegeek.com/boardgame/244521/quacks-quedlinburg,2.0,4.0,1.95,['Wolfgang Warsch'],['Medieval'],"['Catch the Leader', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Push Your Luck', 'Variable Set-up']",[],[]
64,Crokinole,7.66,https://boardgamegeek.com/boardgame/521/crokinole,2.0,4.0,1.25,['(Uncredited)'],['Action / Dexterity'],"['Flicking', 'Team-Based Game']",[],[]
65,Robinson Crusoe: Adventures on the Cursed Island,7.658,https://boardgamegeek.com/boardgame/121921/robinson-crusoe-adventures-cursed-island,1.0,4.0,3.79,"['Joanna Kijanka', 'Ignacy Trzewiczek']","['Adventure', 'Exploration', 'Fighting', 'Novel-based', 'Territory Building']","['Action Queue', 'Area Movement', 'Cooperative Game', 'Dice Rolling', 'Die Icon Resolution', 'Events', 'Hexagon Grid', 'Map Addition', 'Movement Points', 'Narrative Choice / Paragraph', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Tile Placement', 'Variable Player Powers', 'Worker Placement']",[],['First Martians: Adventures on the Red Planet (2017)']
66,Fields of Arle,7.655,https://boardgamegeek.com/boardgame/159675/fields-arle,1.0,2.0,3.88,['Uwe Rosenberg'],"['Economic', 'Farming', 'Industry / Manufacturing']","['Automatic Resource Growth', 'Highest-Lowest Scoring', 'Income', 'Solo / Solitaire Game', 'Worker Placement']",[],[]
67,Race for the Galaxy,7.655,https://boardgamegeek.com/boardgame/28143/race-galaxy,2.0,4.0,2.99,['Thomas Lehmann'],"['Card Game', 'Civilization', 'Economic', 'Science Fiction', 'Space Exploration']","['Follow', 'Hand Management', 'Set Collection', 'Simultaneous Action Selection', 'Turn Order: Role Order', 'Variable Phase Order', 'Variable Player Powers']",[],"['Jump Drive (2017)', 'New Frontiers (2018)', 'Roll for the Galaxy (2014)']"
68,The Voyages of Marco Polo,7.653,https://boardgamegeek.com/boardgame/171623/voyages-marco-polo,2.0,4.0,3.18,"['Simone Luciani', 'Daniele Tascini']","['Dice', 'Economic', 'Medieval', 'Travel']","['Contracts', 'Dice Rolling', 'Income', 'Point to Point Movement', 'Resource to Move', 'Turn Order: Claim Action', 'Variable Player Powers', 'Variable Set-up', 'Worker Placement with Dice Workers']",[],['Marco Polo II: In the Service of the Khan (2019)']
69,Paladins of the West Kingdom,7.651,https://boardgamegeek.com/boardgame/266810/paladins-west-kingdom,1.0,4.0,3.68,"['Shem Phillips', 'S J Macdonald']",['Medieval'],"['Card Drafting', 'Market', 'Solo / Solitaire Game', 'Worker Placement', 'Worker Placement, Different Worker Types']",[],[]
70,Teotihuacan: City of Gods,7.646,https://boardgamegeek.com/boardgame/229853/teotihuacan-city-gods,1.0,4.0,3.76,['Daniele Tascini'],['Ancient'],"['Area Movement', 'Rondel', 'Set Collection', 'Solo / Solitaire Game', 'Tile Placement', 'Track Movement', 'Variable Set-up', 'Worker Placement with Dice Workers']",[],[]
71,Clank!: A Deck-Building Adventure,7.646,https://boardgamegeek.com/boardgame/201808/clank-deck-building-adventure,2.0,4.0,2.22,['Paul Dennen'],"['Adventure', 'Fantasy']","['Card Drafting', 'Deck, Bag, and Pool Building', 'End Game Bonuses', 'Movement Points', 'Player Elimination', 'Point to Point Movement', 'Push Your Luck', 'Variable Set-up']",[],"['Clank! In! Space!: A Deck-Building Adventure (2017)', 'Clank! Legacy: Acquisitions Incorporated (2019)']"
72,7 Wonders,7.639,https://boardgamegeek.com/boardgame/68448/7-wonders,2.0,7.0,2.33,['Antoine Bauza'],"['Ancient', 'Card Game', 'City Building', 'Civilization', 'Economic']","['Drafting', 'Hand Management', 'Set Collection', 'Simultaneous Action Selection', 'Variable Player Powers']",[],"['7 Wonders (Second Edition) (2020)', '7 Wonders Duel (2015)', '7 Wonders: Architects (2021)']"
73,Five Tribes,7.63,https://boardgamegeek.com/boardgame/157354/five-tribes,2.0,4.0,2.86,['Bruno Cathala'],"['Animals', 'Arabian', 'Fantasy', 'Mythology']","['Auction/Bidding', 'Constrained Bidding', 'End Game Bonuses', 'Hidden Victory Points', 'Mancala', 'Modular Board', 'Set Collection', 'Square Grid', 'Take That', 'Turn Order: Auction', 'Variable Player Powers', 'Variable Set-up', 'Victory Points as a Resource']",[],[]
74,Dominant Species,7.626,https://boardgamegeek.com/boardgame/62219/dominant-species,2.0,6.0,4.04,['Chad Jensen'],"['Animals', 'Environmental', 'Prehistoric']","['Action Queue', 'Area Majority / Influence', 'Card Drafting', 'End Game Bonuses', 'Grid Movement', 'Hexagon Grid', 'Map Addition', 'Take That', 'Tile Placement', 'Turn Order: Claim Action', 'Variable Player Powers', 'Worker Placement']",[],"['Dominant Species: Marine (2021)', 'Dominant Species: The Card Game (2012)']"
75,Lords of Waterdeep,7.621,https://boardgamegeek.com/boardgame/110327/lords-waterdeep,2.0,5.0,2.46,"['Peter Lee', 'Rodney Thompson']","['City Building', 'Fantasy']","['Card Drafting', 'Contracts', 'Hidden Roles', 'Increase Value of Unchosen Resources', 'Ownership', 'Set Collection', 'Take That', 'Turn Order: Claim Action', 'Worker Placement']",[],[]
76,Agricola (Revised Edition),7.618,https://boardgamegeek.com/boardgame/200680/agricola-revised-edition,1.0,4.0,3.51,['Uwe Rosenberg'],"['Animals', 'Economic', 'Farming']","['Enclosure', 'Hand Management', 'Worker Placement', 'Advantage Token', 'Automatic Resource Growth', 'Drafting', 'Increase Value of Unchosen Resources', 'Solo / Solitaire Game', 'Team-Based Game', 'Turn Order: Claim Action', 'Variable Player Powers']",['Agricola (2007)'],[]
77,Keyflower,7.601,https://boardgamegeek.com/boardgame/122515/keyflower,2.0,6.0,3.34,"['Sebastian Bleasdale', 'Richard Breese']","['City Building', 'Economic', 'Renaissance', 'Territory Building', 'Transportation']","['Auction/Bidding', 'Auction: Fixed Placement', 'Constrained Bidding', 'End Game Bonuses', 'Hexagon Grid', 'Modular Board', 'Multiple-Lot Auction', 'Network and Route Building', 'Ownership', 'Set Collection', 'Tile Placement', 'Turn Order: Auction', 'Variable Set-up', 'Worker Placement', 'Worker Placement, Different Worker Types']",[],"['Key Flow (2018)', 'Key to the City: London (2016)']"
78,Tainted Grail: The Fall of Avalon,7.596,https://boardgamegeek.com/boardgame/264220/tainted-grail-fall-avalon,1.0,4.0,3.29,"['Krzysztof Piskorski', 'Marcin Świerkot']","['Adventure', 'Exploration', 'Fantasy', 'Mature / Adult', 'Medieval', 'Mythology', 'Travel']","['Area Movement', 'Campaign / Battle Card Driven', 'Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Map Addition', 'Modular Board', 'Narrative Choice / Paragraph', 'Push Your Luck', 'Role Playing', 'Solo / Solitaire Game', 'Storytelling', 'Variable Player Powers']",[],[]
79,Grand Austria Hotel,7.59,https://boardgamegeek.com/boardgame/182874/grand-austria-hotel,2.0,4.0,3.22,"['Virginio Gigli', 'Simone Luciani']",['Economic'],"['Action Drafting', 'Auction: Dutch', 'Contracts', 'Dice Rolling', 'End Game Bonuses', 'Hand Management', 'Once-Per-Game Abilities', 'Set Collection', 'Variable Player Powers', 'Variable Set-up']",[],[]
80,Architects of the West Kingdom,7.588,https://boardgamegeek.com/boardgame/236457/architects-west-kingdom,1.0,5.0,2.76,"['Shem Phillips', 'S J Macdonald']","['City Building', 'Medieval']","['Drafting', 'Solo / Solitaire Game', 'Variable Player Powers', 'Worker Placement']",[],[]
81,Caylus,7.584,https://boardgamegeek.com/boardgame/18602/caylus,2.0,5.0,3.8,['William Attia'],"['City Building', 'Economic', 'Medieval']","['Ownership', 'Turn Order: Claim Action', 'Turn Order: Pass Order', 'Variable Set-up', 'Worker Placement']",[],"['Caylus 1303 (2019)', 'Caylus Magna Carta (2007)']"
82,El Grande,7.58,https://boardgamegeek.com/boardgame/93/el-grande,2.0,5.0,3.05,"['Wolfgang Kramer', 'Richard Ulrich']","['Medieval', 'Renaissance']","['Action Drafting', 'Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Card Drafting', 'Hand Management', 'Memory', 'Simultaneous Action Selection', 'Turn Order: Progressive', 'Turn Order: Stat-Based']",[],[]
83,Twilight Imperium: Third Edition,7.569,https://boardgamegeek.com/boardgame/12493/twilight-imperium-third-edition,3.0,6.0,4.25,['Christian T. Petersen'],"['Civilization', 'Negotiation', 'Political', 'Science Fiction', 'Space Exploration', 'Wargame']","['Action Points', 'Area-Impulse', 'Dice Rolling', 'Follow', 'Grid Movement', 'Hexagon Grid', 'Increase Value of Unchosen Resources', 'Modular Board', 'Player Elimination', 'Tile Placement', 'Trading', 'Variable Phase Order', 'Variable Player Powers', 'Voting']",['Twilight Imperium: Second Edition (2000)'],['Twilight Imperium: Fourth Edition (2017)']
84,Battlestar Galactica: The Board Game,7.568,https://boardgamegeek.com/boardgame/37111/battlestar-galactica-board-game,3.0,6.0,3.25,['Corey Konieczka'],"['Bluffing', 'Deduction', 'Movies / TV / Radio theme', 'Political', 'Science Fiction', 'Space Exploration', 'Spies/Secret Agents']","['Area Movement', 'Dice Rolling', 'Hand Management', 'Hidden Roles', 'Once-Per-Game Abilities', 'Role Playing', 'Semi-Cooperative Game', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers', 'Variable Set-up', 'Voting']",[],['Unfathomable (2021)']
85,Mombasa,7.561,https://boardgamegeek.com/boardgame/172386/mombasa,2.0,4.0,3.9,['Alexander Pfister'],['Economic'],"['Action Queue', 'Area Majority / Influence', 'Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Investment', 'Simultaneous Action Selection', 'Stock Holding', 'Variable Player Powers', 'Worker Placement']",[],[]
86,Troyes,7.56,https://boardgamegeek.com/boardgame/73439/troyes,1.0,4.0,3.46,"['Sébastien Dujardin', 'Xavier Georges', 'Alain Orban']","['Dice', 'Economic', 'Medieval']","['Area Majority / Influence', 'Dice Rolling', 'End Game Bonuses', 'Hidden Victory Points', 'Lose a Turn', 'Ownership', 'Set Collection', 'Solo / Solitaire Game', 'Turn Order: Progressive', 'Worker Placement', 'Worker Placement with Dice Workers', 'Worker Placement, Different Worker Types']",[],['Troyes Dice (2020)']
87,Eldritch Horror,7.56,https://boardgamegeek.com/boardgame/146021/eldritch-horror,1.0,8.0,3.32,"['Corey Konieczka', 'Nikki Valens']","['Adventure', 'Fantasy', 'Fighting', 'Horror', 'Novel-based', 'Travel']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Point to Point Movement', 'Role Playing', 'Solo / Solitaire Game', 'Stat Check Resolution', 'Variable Player Powers']",['Arkham Horror (2005)'],['Arkham Horror (Third Edition) (2018)']
88,Dominion: Intrigue,7.559,https://boardgamegeek.com/boardgame/40834/dominion-intrigue,2.0,6.0,2.42,['Donald X. Vaccarino'],"['Card Game', 'Medieval']","['Deck, Bag, and Pool Building', 'Hand Management']",[],['Dominion: Intrigue (Second Edition) (2016)']
